开始城市,结束城市,实际迁徙指数
大理白族,红河哈尼族彝族,1.9674999999999998
大理白族,西双版纳傣族,2.400000000000001
大理白族,迪庆藏族,7.497222222222221
大连,丹东,18.815000000000005
大连,抚顺,0.1716666666666667
大连,朝阳,2.5250000000000004
大连,本溪,0.34833333333333333
大连,沈阳,17.720277777777778
大连,盘锦,6.808611111111111
大连,营口,36.63777777777778
大连,葫芦岛,2.626944444444444
大连,辽阳,0.7405555555555556
大连,铁岭,0.6647222222222221
大连,锦州,4.953333333333331
大连,阜新,0.2897222222222222
大连,鞍山,14.611666666666665
天水,临夏回族,2.856111111111111
天水,兰州,19.289166666666663
天水,嘉峪关,0.022222222222222227
天水,定西,19.728055555555557
天水,平凉,11.628333333333334
天水,庆阳,1.1288888888888884
天水,张掖,0.017777777777777778
天水,武威,1.041388888888889
天水,甘南藏族,0.5647222222222223
天水,白银,2.1066666666666665
天水,酒泉,0.4847222222222223
天水,陇南,24.90777777777778
天津,保定,95.49027777777776
天津,北京,469.9391666666667
天津,唐山,478.24305555555566
天津,廊坊,647.1216666666664
天津,张家口,16.613611111111112
天津,承德,23.099722222222223
天津,沧州,349.83694444444444
天津,石家庄,26.95444444444444
天津,秦皇岛,48.05583333333334
天津,衡水,28.154999999999998
天津,邢台,7.682777777777777
天津,邯郸,23.573611111111106
天门,仙桃,29.357222222222223
天门,孝感,20.299166666666668
天门,武汉,37.24611111111111
天门,潜江,1.6616666666666668
天门,荆州,11.536388888888885
天门,荆门,28.454444444444444
太原,临汾,30.296388888888885
太原,吕梁,156.14055555555564
太原,大同,19.71861111111111
太原,忻州,133.42500000000004
太原,晋中,707.5963888888889
太原,晋城,8.805555555555554
太原,朔州,21.879722222222227
太原,运城,12.29249999999999
太原,长治,33.349722222222226
太原,阳泉,34.17472222222222
威海,烟台,96.91083333333333
威海,青岛,28.335555555555548
娄底,岳阳,0.7852777777777777
娄底,常德,5.098888888888888
娄底,怀化,21.723055555555554
娄底,株洲,9.511944444444445
娄底,永州,0.5366666666666666
娄底,湘潭,44.77805555555556
娄底,湘西土家族苗族,1.0747222222222221
娄底,益阳,22.832500000000003
娄底,衡阳,21.88055555555555
娄底,邵阳,70.19805555555553
娄底,郴州,0.31916666666666665
娄底,长沙,132.1297222222222
孝感,仙桃,22.062499999999996
孝感,十堰,0.8472222222222223
孝感,咸宁,10.93
孝感,天门,21.150833333333324
孝感,宜昌,7.805833333333332
孝感,武汉,885.757222222222
孝感,荆州,14.731388888888889
孝感,荆门,26.295555555555563
孝感,襄阳,23.230555555555554
孝感,鄂州,0.36
孝感,随州,48.672777777777775
孝感,黄冈,21.678055555555563
孝感,黄石,1.4158333333333333
宁德,三明,4.579722222222223
宁德,南平,19.554444444444442
宁德,厦门,7.839722222222224
宁德,泉州,16.104444444444443
宁德,漳州,4.338333333333335
宁德,福州,127.89777777777776
宁德,莆田,8.385277777777775
宁德,龙岩,1.3488888888888888
宁波,上海,76.65888888888888
宁波,丽水,9.657222222222224
宁波,台州,284.193888888889
宁波,嘉兴,103.53583333333337
宁波,杭州,358.6622222222222
宁波,温州,34.556111111111115
宁波,湖州,27.611111111111114
宁波,绍兴,377.1205555555555
宁波,舟山,163.24583333333328
宁波,衢州,11.94111111111111
宁波,金华,129.5086111111111
安庆,上海,5.631666666666666
安庆,六安,38.70194444444445
安庆,合肥,270.36194444444453
安庆,杭州,1.6619444444444444
安庆,池州,56.66805555555553
安庆,芜湖,7.217777777777777
安庆,铜陵,43.26138888888888
安庆,阜阳,2.4594444444444448
安庆,黄山,1.4625
安康,咸阳,11.364166666666666
安康,商洛,6.341944444444443
安康,宝鸡,1.1552777777777776
安康,延安,1.2316666666666662
安康,榆林,1.597777777777778
安康,汉中,35.06361111111111
安康,渭南,5.843055555555556
安康,西安,62.38333333333331
安康,铜川,0.7475000000000002
安阳,开封,1.931111111111111
安阳,新乡,99.99000000000001
安阳,洛阳,0.5461111111111111
安阳,濮阳,94.31111111111112
安阳,焦作,0.7538888888888888
安阳,郑州,67.77277777777775
安阳,鹤壁,100.73583333333335
安顺,六盘水,50.19777777777776
安顺,毕节,41.19055555555558
安顺,贵阳,272.395
安顺,遵义,11.025555555555554
安顺,铜仁,5.070277777777777
安顺,黔东南苗族侗族,6.767777777777777
安顺,黔南布依族苗族,38.23444444444445
安顺,黔西南布依族苗族,49.57916666666665
定安县,万宁,0.24027777777777776
定安县,三亚,0.40944444444444444
定安县,儋州,0.125
定安县,屯昌县,1.4011111111111108
定安县,文昌,0.14916666666666667
定安县,海口,42.083888888888886
定安县,澄迈县,5.171944444444446
定安县,琼海,10.066388888888891
定西,临夏回族,22.18083333333334
定西,兰州,79.71638888888893
定西,嘉峪关,0.19027777777777777
定西,天水,22.8986111111111
定西,平凉,6.846666666666666
定西,庆阳,1.3666666666666663
定西,张掖,1.032222222222222
定西,武威,3.230555555555556
定西,甘南藏族,6.710277777777778
定西,白银,13.836111111111114
定西,酒泉,1.6616666666666657
定西,陇南,10.313611111111111
宜宾,乐山,46.234999999999985
宜宾,内江,6.719444444444444
宜宾,成都,145.51388888888886
宜宾,泸州,143.32499999999996
宜宾,眉山,1.248888888888889
宜宾,自贡,115.89777777777783
宜宾,重庆,29.001666666666665
宜昌,十堰,0.8683333333333333
宜昌,孝感,2.3958333333333335
宜昌,恩施土家族苗族,41.16944444444446
宜昌,武汉,35.59972222222222
宜昌,神农架林区,2.0069444444444446
宜昌,荆州,64.76277777777779
宜昌,荆门,36.920833333333334
宜昌,襄阳,17.66555555555556
宜昌,黄冈,0.7886111111111109
宜春,上饶,15.634166666666665
宜春,九江,32.85833333333334
宜春,南昌,247.09249999999994
宜春,吉安,54.77916666666667
宜春,抚州,24.513888888888896
宜春,新余,58.7525
宜春,景德镇,4.047777777777777
宜春,萍乡,44.61444444444445
宜春,赣州,20.62750000000001
宜春,鹰潭,5.828055555555554
宝鸡,咸阳,71.28055555555557
宝鸡,商洛,1.6019444444444444
宝鸡,安康,1.0347222222222228
宝鸡,延安,1.8138888888888887
宝鸡,榆林,1.6244444444444441
宝鸡,汉中,13.297222222222228
宝鸡,渭南,7.074166666666669
宝鸡,西安,107.48138888888887
宝鸡,铜川,1.4330555555555546
宣城,上海,14.600000000000001
宣城,亳州,0.5888888888888889
宣城,六安,1.6925
宣城,合肥,27.628611111111116
宣城,安庆,9.413333333333334
宣城,杭州,22.154722222222226
宣城,池州,10.101111111111111
宣城,湖州,15.126666666666667
宣城,芜湖,115.17166666666662
宣城,苏州,1.7263888888888892
宣城,铜陵,10.368888888888888
宣城,阜阳,2.5313888888888885
宣城,马鞍山,1.2755555555555556
宣城,黄山,35.236666666666665
宿州,亳州,31.41
宿州,合肥,43.19694444444444
宿州,淮北,143.82833333333338
宿州,滁州,31.88583333333334
宿州,芜湖,0.2691666666666667
宿州,蚌埠,71.72083333333335
宿州,阜阳,12.052777777777772
宿迁,南京,65.2086111111111
宿迁,南通,2.5297222222222224
宿迁,常州,6.802777777777777
宿迁,徐州,176.68861111111104
宿迁,扬州,4.835555555555556
宿迁,无锡,11.299166666666668
宿迁,淮安,158.19583333333333
宿迁,苏州,31.14611111111111
宿迁,连云港,69.1897222222222
宿迁,镇江,0.7055555555555556
屯昌县,乐东黎族自治县,0.08388888888888889
屯昌县,儋州,1.0211111111111109
屯昌县,定安县,0.25972222222222224
屯昌县,海口,15.517222222222225
屯昌县,澄迈县,0.4652777777777778
屯昌县,琼中黎族苗族自治县,3.5552777777777784
山南,拉萨,14.45166666666666
山南,日喀则,1.8950000000000002
山南,昌都,0.0627777777777778
山南,林芝,1.1511111111111112
山南,那曲,0.13194444444444442
山南,阿里,0.05527777777777778
岳阳,娄底,0.07777777777777778
岳阳,常德,20.959444444444436
岳阳,株洲,13.30277777777778
岳阳,湘潭,14.660277777777779
岳阳,湘西土家族苗族,0.27027777777777773
岳阳,益阳,39.643888888888895
岳阳,衡阳,12.100277777777778
岳阳,邵阳,0.36805555555555547
岳阳,郴州,2.3541666666666665
岳阳,长沙,316.7999999999999
崇左,北海,0.8605555555555556
崇左,南宁,105.05694444444447
崇左,玉林,0.05416666666666667
崇左,百色,24.247222222222224
崇左,钦州,8.188611111111111
崇左,防城港,10.550277777777776
巴中,南充,33.59972222222222
巴中,广元,11.08472222222222
巴中,成都,50.099444444444444
巴中,达州,34.00444444444444
巴彦淖尔,乌兰察布,2.808611111111111
巴彦淖尔,乌海,8.68861111111111
巴彦淖尔,包头,25.607222222222223
巴彦淖尔,呼伦贝尔,0.004444444444444445
巴彦淖尔,呼和浩特,10.005
巴彦淖尔,赤峰,0.3530555555555557
巴彦淖尔,通辽,0.05222222222222222
巴彦淖尔,鄂尔多斯,13.282222222222222
巴彦淖尔,锡林郭勒盟,0.3658333333333334
巴彦淖尔,阿拉善盟,6.070833333333333
巴音郭楞蒙古,乌鲁木齐,8.517500000000002
巴音郭楞蒙古,伊犁哈萨克,2.954722222222222
巴音郭楞蒙古,吐鲁番,3.3847222222222215
巴音郭楞蒙古,和田,11.117222222222221
巴音郭楞蒙古,哈密,1.5091666666666663
巴音郭楞蒙古,喀什,7.868333333333333
巴音郭楞蒙古,昌吉回族,0.17055555555555554
巴音郭楞蒙古,铁门关,9.13
巴音郭楞蒙古,阿克苏,24.048888888888886
巴音郭楞蒙古,阿拉尔,0.6777777777777778
常州,上海,95.25194444444448
常州,南京,355.85888888888877
常州,南通,38.0338888888889
常州,宿迁,4.499722222222222
常州,徐州,4.271944444444444
常州,扬州,42.85055555555556
常州,无锡,1945.1991666666672
常州,泰州,80.01527777777781
常州,淮安,2.397222222222222
常州,盐城,6.473611111111111
常州,苏州,549.0586111111114
常州,镇江,503.36388888888916
常德,娄底,1.2391666666666667
常德,岳阳,20.50722222222222
常德,张家界,44.951666666666654
常德,怀化,20.00472222222222
常德,株洲,2.3277777777777775
常德,湘潭,3.7733333333333325
常德,湘西土家族苗族,24.10888888888889
常德,益阳,56.923055555555536
常德,衡阳,2.1566666666666667
常德,邵阳,1.3508333333333333
常德,长沙,151.88583333333332
平凉,兰州,20.652499999999993
平凉,嘉峪关,0.026111111111111116
平凉,天水,12.8975
平凉,定西,4.322222222222221
平凉,庆阳,19.270555555555557
平凉,张掖,0.02583333333333333
平凉,武威,1.5558333333333325
平凉,白银,5.816388888888889
平凉,酒泉,0.4880555555555554
平凉,陇南,0.9472222222222224
平顶山,南阳,84.91166666666662
平顶山,周口,3.8730555555555553
平顶山,开封,0.13805555555555554
平顶山,洛阳,82.3638888888889
平顶山,漯河,44.90583333333334
平顶山,许昌,89.04499999999999
平顶山,郑州,134.64138888888894
平顶山,驻马店,31.325
广元,南充,26.92888888888889
广元,成都,52.85722222222222
广元,绵阳,35.143055555555556
广安,南充,126.54055555555556
广安,成都,77.31722222222221
广安,达州,70.64222222222219
广安,遂宁,0.23166666666666666
广安,重庆,234.66416666666672
广州,东莞,5500.917777777774
广州,中山,1694.179999999998
广州,云浮,58.36416666666665
广州,佛山,11677.957777777789
广州,惠州,1521.5552777777762
广州,揭阳,29.653611111111104
广州,梅州,38.594722222222224
广州,汕头,12.5475
广州,汕尾,6.581111111111111
广州,江门,829.6258333333321
广州,河源,58.25999999999999
广州,深圳,2644.291111111113
广州,清远,965.6977777777776
广州,湛江,70.60611111111108
广州,澳门特别行政区,2.865277777777778
广州,珠海,435.62277777777746
广州,肇庆,716.902222222222
广州,茂名,82.44666666666667
广州,衡阳,2.2247222222222223
广州,阳江,21.111111111111118
广州,韶关,111.06222222222226
广州,香港特别行政区,0.8594444444444445
庆阳,兰州,3.2433333333333336
庆阳,天水,0.9580555555555553
庆阳,定西,0.3227777777777778
庆阳,平凉,12.518611111111111
庆阳,白银,0.4091666666666668
庆阳,陇南,0.012222222222222223
廊坊,保定,376.53000000000003
廊坊,北京,1452.3872222222228
廊坊,唐山,116.65055555555553
廊坊,天津,617.1763888888893
廊坊,张家口,37.209722222222204
廊坊,承德,25.425277777777776
廊坊,沧州,250.2749999999999
廊坊,石家庄,49.72222222222223
廊坊,秦皇岛,20.232222222222227
廊坊,衡水,51.124444444444435
廊坊,邢台,13.438055555555552
廊坊,邯郸,23.253333333333327
延安,咸阳,11.230000000000002
延安,商洛,1.7602777777777776
延安,安康,0.6711111111111113
延安,宝鸡,1.5549999999999997
延安,榆林,73.61805555555553
延安,汉中,1.2638888888888888
延安,渭南,14.94361111111111
延安,西安,42.42611111111112
延安,铜川,9.955277777777777
延边朝鲜族,吉林,7.845277777777781
延边朝鲜族,四平,0.6019444444444443
延边朝鲜族,松原,0.39916666666666667
延边朝鲜族,白城,0.17638888888888882
延边朝鲜族,白山,5.2075000000000005
延边朝鲜族,辽源,0.40805555555555556
延边朝鲜族,通化,1.4994444444444441
延边朝鲜族,长春,7.852500000000003
开封,周口,69.69222222222223
开封,商丘,90.62083333333334
开封,新乡,62.51305555555554
开封,洛阳,8.958333333333334
开封,焦作,1.023611111111111
开封,许昌,48.44138888888887
开封,郑州,864.0255555555556
张家口,保定,74.19055555555559
张家口,北京,75.30972222222225
张家口,唐山,9.352222222222222
张家口,天津,7.576388888888889
张家口,廊坊,20.45305555555555
张家口,承德,16.83222222222222
张家口,沧州,6.0505555555555555
张家口,石家庄,12.601388888888888
张家口,秦皇岛,1.7044444444444438
张家口,衡水,5.017222222222224
张家口,邢台,0.2475
张家口,邯郸,1.3891666666666667
张家界,常德,32.47055555555555
张家界,湘西土家族苗族,28.01222222222222
张家界,长沙,17.970277777777774
张掖,兰州,6.205277777777778
张掖,嘉峪关,8.946111111111108
张掖,天水,0.20555555555555557
张掖,定西,0.5202777777777777
张掖,平凉,0.07722222222222223
张掖,武威,10.43555555555555
张掖,白银,0.6230555555555556
张掖,酒泉,27.922499999999996
张掖,金昌,9.06611111111111
徐州,南京,37.29749999999999
徐州,南通,2.0866666666666664
徐州,宿迁,156.545
徐州,常州,3.9263888888888885
徐州,无锡,5.718333333333334
徐州,淮安,16.085277777777783
徐州,苏州,25.196111111111108
徐州,连云港,58.10972222222224
德宏傣族景颇族,临沧,0.008611111111111111
德宏傣族景颇族,丽江,0.005555555555555557
德宏傣族景颇族,保山,19.299444444444447
德宏傣族景颇族,大理白族,3.2216666666666662
德宏傣族景颇族,昆明,5.120555555555557
德宏傣族景颇族,红河哈尼族彝族,0.003888888888888889
德宏傣族景颇族,西双版纳傣族,0.004444444444444445
德州,临沂,0.23277777777777775
德州,泰安,16.788055555555555
德州,济南,720.0544444444446
德州,滨州,65.20444444444446
德州,潍坊,11.012222222222224
德州,聊城,136.22638888888892
德州,菏泽,0.5108333333333333
德州,青岛,1.2769444444444444
德阳,乐山,0.3638888888888889
德阳,南充,24.366111111111117
德阳,巴中,0.9455555555555556
德阳,广元,2.2408333333333337
德阳,成都,2045.4691666666658
德阳,眉山,20.894444444444446
德阳,绵阳,319.98444444444436
德阳,资阳,1.462222222222222
德阳,达州,0.5700000000000001
德阳,遂宁,52.17166666666663
德阳,重庆,9.900555555555554
德阳,阿坝藏族羌族,0.3458333333333333
忻州,临汾,3.84888888888889
忻州,吕梁,16.573055555555552
忻州,大同,22.693333333333346
忻州,太原,131.72499999999997
忻州,晋中,18.989166666666673
忻州,晋城,0.9486111111111113
忻州,朔州,36.2075
忻州,运城,2.1697222222222226
忻州,长治,3.3577777777777773
忻州,阳泉,10.23361111111111
怀化,娄底,14.684444444444445
怀化,常德,15.996666666666673
怀化,张家界,0.9652777777777778
怀化,永州,0.4061111111111111
怀化,湘潭,0.26861111111111113
怀化,湘西土家族苗族,58.35222222222222
怀化,益阳,2.292222222222222
怀化,衡阳,2.7275
怀化,邵阳,38.3836111111111
怀化,长沙,28.954722222222223
怒江傈僳族,保山,3.864722222222222
怒江傈僳族,大理白族,5.333888888888889
怒江傈僳族,迪庆藏族,0.021111111111111112
恩施土家族苗族,宜昌,31.533333333333328
恩施土家族苗族,武汉,11.661388888888888
恩施土家族苗族,荆州,3.514444444444445
恩施土家族苗族,重庆,2.886111111111111
惠州,东莞,3738.9944444444427
惠州,中山,71.24166666666672
惠州,佛山,260.8480555555556
惠州,广州,1631.0144444444447
惠州,揭阳,35.239999999999995
惠州,梅州,67.01666666666667
惠州,汕头,4.639444444444445
惠州,汕尾,110.86999999999998
惠州,江门,34.11222222222223
惠州,河源,250.2972222222221
惠州,深圳,4503.793333333333
惠州,澳门特别行政区,0.0019444444444444446
惠州,珠海,33.88277777777776
惠州,肇庆,31.207222222222228
惠州,香港特别行政区,0.28222222222222226
成都,乐山,355.26055555555547
成都,内江,299.2491666666665
成都,凉山彝族,45.86277777777778
成都,南充,302.8275
成都,宜宾,155.8086111111111
成都,巴中,50.79916666666668
成都,广元,44.98750000000002
成都,广安,68.79722222222222
成都,德阳,1901.1319444444443
成都,攀枝花,11.839722222222221
成都,泸州,100.72444444444439
成都,甘孜藏族,32.68777777777779
成都,眉山,1791.4441666666664
成都,绵阳,543.8269444444442
成都,自贡,177.666388888889
成都,资阳,622.7874999999999
成都,达州,93.4230555555555
成都,遂宁,267.71638888888884
成都,重庆,131.4875
成都,阿坝藏族羌族,92.78249999999998
成都,雅安,254.51805555555552
扬州,上海,4.47861111111111
扬州,南京,317.93611111111096
扬州,南通,50.183888888888895
扬州,宿迁,44.595555555555556
扬州,常州,53.03055555555556
扬州,徐州,8.749444444444444
扬州,无锡,65.93361111111112
扬州,泰州,412.7227777777779
扬州,淮安,112.39444444444446
扬州,盐城,47.128333333333345
扬州,苏州,102.9166666666667
扬州,镇江,141.67555555555555
承德,保定,8.314999999999998
承德,北京,42.11027777777779
承德,唐山,96.74555555555553
承德,天津,17.284444444444443
承德,廊坊,17.750555555555554
承德,张家口,17.636944444444442
承德,沧州,4.095
承德,石家庄,3.713888888888888
承德,秦皇岛,9.645
承德,衡水,0.2063888888888889
承德,邢台,0.023333333333333334
承德,邯郸,0.40277777777777773
抚州,上饶,48.710555555555565
抚州,九江,10.515555555555554
抚州,南昌,106.97999999999995
抚州,吉安,24.621111111111126
抚州,宜春,27.79111111111111
抚州,新余,4.232777777777779
抚州,景德镇,12.884444444444446
抚州,萍乡,3.653333333333333
抚州,赣州,66.28861111111114
抚州,鹰潭,38.820277777777775
抚顺,丹东,0.09111111111111111
抚顺,大连,0.3461111111111111
抚顺,本溪,9.061111111111112
抚顺,沈阳,132.4513888888889
抚顺,辽阳,0.5038888888888889
抚顺,铁岭,12.524444444444441
抚顺,锦州,0.05472222222222222
抚顺,鞍山,2.9744444444444444
拉萨,山南,22.210833333333333
拉萨,日喀则,8.343055555555555
拉萨,昌都,0.7369444444444445
拉萨,林芝,6.9605555555555565
拉萨,那曲,5.284166666666666
拉萨,阿里,0.4980555555555557
揭阳,东莞,11.1675
揭阳,广州,38.034444444444446
揭阳,惠州,6.375833333333334
揭阳,梅州,28.08444444444445
揭阳,汕头,498.79388888888894
揭阳,汕尾,19.037222222222223
揭阳,深圳,41.67111111111111
揭阳,潮州,135.83916666666667
攀枝花,凉山彝族,30.574722222222228
攀枝花,成都,3.7855555555555553
文山壮族苗族,大理白族,0.1597222222222222
文山壮族苗族,德宏傣族景颇族,0.008611111111111111
文山壮族苗族,昆明,24.046666666666667
文山壮族苗族,曲靖,5.721666666666664
文山壮族苗族,玉溪,1.5625
文山壮族苗族,红河哈尼族彝族,37.26138888888889
文山壮族苗族,西双版纳傣族,0.9588888888888889
文昌,万宁,3.526666666666666
文昌,三亚,3.3022222222222233
文昌,儋州,1.0933333333333333
文昌,定安县,0.17444444444444446
文昌,海口,56.351944444444435
文昌,琼海,13.027777777777782
新乡,周口,2.2652777777777775
新乡,安阳,115.46111111111112
新乡,开封,57.50833333333333
新乡,洛阳,22.249166666666657
新乡,濮阳,40.62805555555555
新乡,焦作,110.76888888888892
新乡,郑州,756.8475000000002
新乡,鹤壁,52.91166666666666
新余,上饶,3.369722222222222
新余,九江,4.326944444444443
新余,南昌,17.919166666666666
新余,吉安,28.524166666666655
新余,宜春,61.711666666666694
新余,抚州,4.259722222222222
新余,萍乡,8.144166666666665
新余,赣州,7.348888888888889
无锡,上海,289.3011111111111
无锡,南京,219.4080555555555
无锡,南通,184.83027777777787
无锡,宿迁,10.233333333333329
无锡,常州,1903.951944444444
无锡,徐州,6.4141666666666675
无锡,扬州,53.73222222222222
无锡,杭州,6.831388888888889
无锡,泰州,327.8113888888887
无锡,淮安,17.024166666666662
无锡,湖州,3.191111111111111
无锡,盐城,75.2955555555556
无锡,苏州,3155.8675000000007
无锡,连云港,2.125
无锡,镇江,156.46138888888885
日喀则,山南,1.1463888888888887
日喀则,拉萨,5.65
日喀则,昌都,0.04277777777777779
日喀则,林芝,0.14833333333333346
日喀则,那曲,0.3341666666666666
日喀则,阿里,1.3877777777777782
日照,临沂,176.61472222222227
日照,潍坊,80.70666666666666
日照,烟台,0.4619444444444445
日照,青岛,119.15166666666669
昆明,临沧,12.988888888888887
昆明,丽江,8.722777777777779
昆明,保山,14.952222222222225
昆明,大理白族,52.81
昆明,德宏傣族景颇族,8.685000000000002
昆明,怒江傈僳族,2.768611111111111
昆明,文山壮族苗族,28.163611111111113
昆明,昭通,61.1116666666667
昆明,普洱,22.401111111111106
昆明,曲靖,310.6991666666666
昆明,楚雄彝族,109.0247222222222
昆明,玉溪,200.44499999999994
昆明,红河哈尼族彝族,102.90611111111113
昆明,西双版纳傣族,17.570833333333333
昆明,迪庆藏族,1.799166666666667
昆玉,和田,0.05388888888888889
昌吉回族,乌鲁木齐,188.54888888888897
昌吉回族,五家渠,21.168333333333333
昌吉回族,伊犁哈萨克,7.525555555555554
昌吉回族,克拉玛依,7.075555555555558
昌吉回族,博尔塔拉蒙古,0.9988888888888887
昌吉回族,吐鲁番,3.922222222222223
昌吉回族,哈密,7.533055555555554
昌吉回族,喀什,0.009166666666666668
昌吉回族,塔城,11.714166666666674
昌吉回族,巴音郭楞蒙古,1.5888888888888888
昌吉回族,石河子,28.386666666666674
昌吉回族,阿克苏,0.1836111111111111
昌吉回族,阿勒泰,4.630833333333334
昌江黎族自治县,三亚,0.7255555555555556
昌江黎族自治县,东方,9.754166666666668
昌江黎族自治县,儋州,9.310555555555554
昌江黎族自治县,海口,6.946666666666666
昌都,山南,0.5891666666666666
昌都,拉萨,7.467222222222221
昌都,日喀则,0.48833333333333323
昌都,林芝,11.253611111111109
昌都,那曲,0.8255555555555555
昌都,阿里,0.0886111111111111
昭通,丽江,0.014166666666666666
昭通,大理白族,0.5975
昭通,德宏傣族景颇族,0.013611111111111109
昭通,昆明,60.42666666666666
昭通,曲靖,20.263055555555542
昭通,玉溪,0.36361111111111116
昭通,红河哈尼族彝族,1.3111111111111111
昭通,西双版纳傣族,0.12277777777777776
晋中,临汾,37.53444444444442
晋中,吕梁,120.06861111111114
晋中,大同,6.189166666666668
晋中,太原,821.7305555555555
晋中,忻州,21.811944444444435
晋中,晋城,7.109444444444441
晋中,朔州,5.311944444444444
晋中,运城,12.233611111111117
晋中,长治,38.78666666666666
晋中,阳泉,36.164444444444435
晋城,临汾,16.395833333333332
晋城,吕梁,2.8766666666666665
晋城,大同,0.7800000000000001
晋城,太原,12.793611111111112
晋城,忻州,1.4727777777777775
晋城,晋中,6.829166666666666
晋城,朔州,0.028611111111111115
晋城,运城,6.706666666666666
晋城,长治,52.955000000000005
晋城,阳泉,0.11805555555555555
普洱,临沧,10.941388888888886
普洱,大理白族,4.913888888888888
普洱,德宏傣族景颇族,0.015833333333333338
普洱,昆明,26.97138888888888
普洱,曲靖,0.6447222222222222
普洱,玉溪,11.720000000000002
普洱,红河哈尼族彝族,6.1925
普洱,西双版纳傣族,38.90972222222221
景德镇,上饶,94.5638888888889
景德镇,九江,21.537777777777777
景德镇,南昌,28.611388888888882
景德镇,吉安,0.5833333333333333
景德镇,宜春,3.3855555555555568
景德镇,抚州,12.115555555555554
景德镇,萍乡,0.009166666666666667
景德镇,赣州,3.401111111111112
景德镇,鹰潭,8.09722222222222
曲靖,临沧,0.3938888888888889
曲靖,丽江,0.7486111111111113
曲靖,保山,1.9644444444444444
曲靖,大理白族,8.875555555555557
曲靖,德宏傣族景颇族,0.38055555555555554
曲靖,文山壮族苗族,8.432777777777776
曲靖,昆明,338.0027777777779
曲靖,昭通,37.96083333333334
曲靖,普洱,2.061666666666667
曲靖,楚雄彝族,8.184166666666664
曲靖,玉溪,14.673333333333334
曲靖,红河哈尼族彝族,31.02583333333333
曲靖,西双版纳傣族,2.9458333333333333
朔州,临汾,0.8191666666666666
朔州,吕梁,2.671388888888888
朔州,大同,99.94972222222219
朔州,太原,21.138888888888886
朔州,忻州,33.835
朔州,晋中,3.728611111111111
朔州,运城,0.35972222222222217
朔州,长治,0.7380555555555552
朔州,阳泉,0.03972222222222222
朝阳,大连,2.913888888888889
朝阳,沈阳,17.898055555555555
朝阳,盘锦,3.361388888888889
朝阳,营口,0.16055555555555556
朝阳,葫芦岛,25.781666666666673
朝阳,锦州,27.65972222222221
朝阳,阜新,11.229444444444443
朝阳,鞍山,0.2802777777777778
本溪,丹东,13.031388888888888
本溪,大连,0.2836111111111111
本溪,抚顺,7.647500000000001
本溪,沈阳,44.89583333333335
本溪,辽阳,9.58055555555556
本溪,鞍山,3.4505555555555563
来宾,南宁,67.56305555555558
来宾,柳州,114.2563888888889
来宾,桂林,21.852499999999996
来宾,梧州,0.47305555555555556
来宾,河池,19.944166666666668
来宾,玉林,10.008333333333331
来宾,百色,1.0436111111111113
来宾,贵港,34.025833333333324
杭州,上海,213.13388888888898
杭州,上饶,5.007777777777777
杭州,丽水,31.018055555555552
杭州,台州,131.3372222222222
杭州,嘉兴,2104.146666666666
杭州,宁波,453.49277777777786
杭州,温州,58.301111111111126
杭州,湖州,1423.4377777777772
杭州,绍兴,2026.926388888889
杭州,舟山,17.47444444444444
杭州,苏州,107.46611111111113
杭州,衢州,101.8422222222222
杭州,金华,777.9858333333337
松原,吉林,3.815555555555555
松原,四平,17.56694444444445
松原,延边朝鲜族,0.5677777777777777
松原,白城,30.04694444444445
松原,白山,0.3825
松原,辽源,0.8502777777777779
松原,通化,0.8974999999999996
松原,长春,89.92083333333333
林芝,山南,2.3738888888888896
林芝,拉萨,16.296666666666667
林芝,日喀则,0.7072222222222223
林芝,昌都,3.9725000000000006
林芝,那曲,0.08611111111111114
林芝,阿里,0.05444444444444444
果洛藏族,海东,0.10250000000000002
果洛藏族,海北藏族,0.037222222222222226
果洛藏族,海南藏族,0.5705555555555556
果洛藏族,海西蒙古族藏族,2.452222222222222
果洛藏族,玉树藏族,1.284444444444445
果洛藏族,西宁,1.4797222222222228
果洛藏族,黄南藏族,0.11583333333333336
枣庄,临沂,103.35555555555554
枣庄,济南,25.742500000000003
枣庄,济宁,128.18305555555557
枣庄,菏泽,0.3219444444444444
枣庄,青岛,1.5427777777777778
柳州,北海,1.5108333333333335
柳州,南宁,56.312777777777775
柳州,崇左,0.5216666666666667
柳州,来宾,118.16138888888891
柳州,桂林,75.0225
柳州,梧州,8.43583333333333
柳州,河池,61.13027777777779
柳州,玉林,11.638333333333325
柳州,百色,5.386111111111109
柳州,贵港,22.235277777777775
柳州,贺州,6.977777777777778
柳州,钦州,0.7944444444444444
株洲,娄底,10.864722222222225
株洲,岳阳,18.787222222222223
株洲,常德,7.521944444444446
株洲,怀化,2.093055555555556
株洲,永州,3.897777777777778
株洲,湘潭,99.01250000000002
株洲,益阳,10.44666666666667
株洲,衡阳,54.25416666666667
株洲,邵阳,12.160000000000004
株洲,郴州,31.0486111111111
株洲,长沙,426.70972222222224
桂林,北海,2.3144444444444443
桂林,南宁,34.648055555555544
桂林,崇左,0.058888888888888886
桂林,来宾,19.36416666666666
桂林,柳州,69.86694444444446
桂林,梧州,18.653611111111115
桂林,河池,8.815555555555555
桂林,玉林,9.702777777777776
桂林,百色,0.5619444444444445
