transport,traffic,roads,railway,poi,places,landuse,building,city_code,city,longitude,latitude
82.0,139.0,9487.0,810.0,783.0,348.0,1315.0,4165.0,620900,酒泉市,96.05604704,40.26035992
1486.0,228.0,26620.0,2696.0,2399.0,965.0,5488.0,35042.0,620100,兰州市,103.6380054,36.35519362
26.0,77.0,9979.0,24.0,255.0,798.0,1938.0,4202.0,622900,临夏回族自治州,103.2873444,35.62419073
46.0,35.0,12571.0,246.0,349.0,3039.0,2761.0,3032.0,621200,陇南市,105.2219039,33.59690725
41.0,51.0,8245.0,451.0,104.0,1100.0,1517.0,2941.0,620800,平凉市,106.6479524,35.30587369
56.0,49.0,9845.0,604.0,177.0,657.0,909.0,4384.0,621000,庆阳市,107.5905094,36.16249081
688.0,59.0,16532.0,1044.0,534.0,1607.0,5261.0,8943.0,620500,天水市,105.7377839,34.64732994
30.0,56.0,6535.0,412.0,542.0,454.0,2616.0,793.0,620600,武威市,103.0572447,38.17552027
39.0,91.0,4853.0,362.0,234.0,244.0,737.0,486.0,620700,张掖市,99.82270207,38.9557895
66.0,113.0,9599.0,124.0,342.0,1232.0,1440.0,1984.0,445100,潮州市,116.7855457,23.78554642
148.0,236.0,20635.0,656.0,339.0,587.0,1428.0,6471.0,441900,东莞市,113.874986,22.9345278
3547.0,341.0,40984.0,990.0,555.0,933.0,4323.0,5643.0,440600,佛山市,112.944453,23.00652761
11416.0,997.0,86357.0,4157.0,4169.0,937.0,6610.0,40572.0,440100,广州市,113.5390412,23.33085285
21.0,86.0,5824.0,919.0,18.0,1597.0,441.0,173.0,441600,河源市,114.9578225,24.04461582
693.0,196.0,16857.0,485.0,221.0,1481.0,1032.0,2332.0,441300,惠州市,114.5027026,23.23510341
1564.0,327.0,28637.0,246.0,1044.0,5953.0,10114.0,6104.0,440700,江门市,112.6725521,22.26739023
12.0,92.0,6444.0,200.0,75.0,1538.0,821.0,1264.0,445200,揭阳市,116.1197969,23.33613639
366.0,323.0,19680.0,511.0,559.0,3400.0,989.0,2183.0,440900,茂名市,110.9534848,22.01009072
704.0,180.0,18346.0,419.0,545.0,2473.0,756.0,2308.0,441400,梅州市,116.0794106,24.20307298
962.0,161.0,15614.0,719.0,295.0,2006.0,2226.0,1854.0,441800,清远市,112.8749874,24.31430554
258.0,227.0,8201.0,82.0,209.0,655.0,1290.0,6417.0,440500,汕头市,116.5955695,23.33031228
20.0,93.0,5492.0,178.0,49.0,1021.0,554.0,561.0,441500,汕尾市,115.5889047,22.875304
90.0,141.0,7044.0,921.0,116.0,1592.0,541.0,559.0,440200,韶关市,113.7745134,24.82036632
7005.0,882.0,52171.0,1604.0,2992.0,767.0,5079.0,25440.0,440300,深圳市,114.1371684,22.64531697
29.0,88.0,5067.0,189.0,75.0,1429.0,787.0,169.0,441700,阳江市,111.7745686,22.02781209
227.0,272.0,7409.0,463.0,573.0,1381.0,1325.0,14166.0,445300,云浮市,111.7936589,22.81603286
56.0,215.0,15398.0,473.0,166.0,3600.0,1468.0,6255.0,440800,湛江市,110.1649401,21.07534974
304.0,144.0,11996.0,797.0,482.0,2097.0,1687.0,1076.0,441200,肇庆市,112.2053303,23.53770546
522.0,126.0,17221.0,87.0,259.0,478.0,1223.0,13282.0,442000,中山市,113.393566,22.51990101
3250.0,297.0,16467.0,126.0,570.0,345.0,1544.0,4563.0,440400,珠海市,113.3622223,22.15191816
71.0,227.0,15782.0,969.0,125.0,2188.0,3881.0,15116.0,451000,百色市,106.2877601,23.98527037
41.0,56.0,3180.0,138.0,193.0,101.0,378.0,896.0,450500,北海市,109.3376846,21.66203636
23.0,95.0,5634.0,81.0,83.0,704.0,2109.0,768.0,451400,崇左市,107.2738385,22.50297143
48.0,249.0,6821.0,453.0,144.0,419.0,1879.0,14103.0,450600,防城港市,108.0128443,21.87172979
17.0,93.0,3959.0,225.0,20.0,854.0,696.0,188.0,450800,贵港市,109.9984528,23.30907478
382.0,295.0,17482.0,1022.0,1336.0,1960.0,3283.0,4208.0,450300,桂林市,110.5132367,25.35528295
26.0,119.0,8007.0,258.0,48.0,3606.0,1732.0,472.0,451200,河池市,107.841961,24.64294762
21.0,108.0,3421.0,175.0,64.0,318.0,582.0,110.0,451100,贺州市,111.3608713,24.35975362
14.0,86.0,3688.0,134.0,19.0,1069.0,482.0,85.0,451300,来宾市,109.4121719,23.85392639
210.0,202.0,10204.0,1584.0,78.0,975.0,1887.0,1288.0,450200,柳州市,109.3708449,24.94742713
352.0,429.0,16894.0,1965.0,1507.0,1482.0,3980.0,3463.0,450100,南宁市,108.4636676,23.05718804
39.0,173.0,5986.0,571.0,120.0,417.0,701.0,1012.0,450700,钦州市,109.0157732,22.17366078
138.0,45.0,4341.0,576.0,59.0,462.0,2591.0,479.0,450400,梧州市,110.9904289,23.48093816
29.0,137.0,5891.0,334.0,19.0,598.0,568.0,209.0,450900,玉林市,110.1823954,22.44219175
65.0,33.0,5252.0,520.0,93.0,483.0,582.0,360.0,520400,安顺市,105.9493348,25.99552444
59.0,66.0,10810.0,670.0,70.0,1460.0,1080.0,2409.0,520500,毕节市,105.2146574,27.06746399
171.0,99.0,11756.0,2024.0,372.0,221.0,820.0,2939.0,520100,贵阳市,106.7069334,26.84251645
54.0,43.0,6060.0,1574.0,63.0,476.0,1108.0,787.0,520200,六盘水市,104.8913314,26.13609994
38.0,77.0,8709.0,1157.0,161.0,1957.0,1871.0,1050.0,522600,黔东南苗族侗族自治州,108.5575013,26.50558057
76.0,122.0,9300.0,1327.0,242.0,646.0,3275.0,670.0,522700,黔南布依族苗族自治州,107.2502757,26.01382412
29.0,65.0,7255.0,376.0,77.0,1093.0,932.0,716.0,522300,黔西南布依族苗族自治州,105.4641868,25.26539889
77.0,71.0,6450.0,481.0,64.0,904.0,880.0,711.0,520600,铜仁市,108.5420469,27.97107267
174.0,180.0,15652.0,488.0,789.0,841.0,2194.0,1847.0,520300,遵义市,107.0853274,28.16883808
2.0,14.0,435.0,2.0,2.0,228.0,54.0,96.0,469025,白沙黎族自治县,109.3476773,19.21145365
3.0,14.0,693.0,1e-06,24.0,20.0,112.0,1144.0,469029,保亭黎族苗族自治县,109.646611,18.59140998
5.0,9.0,604.0,41.0,4.0,106.0,42.0,37.0,469026,昌江黎族自治县,108.9898588,19.22749548
3.0,27.0,2314.0,76.0,97.0,241.0,590.0,153.0,469023,澄迈县,109.986141,19.70182656
8.0,20.0,2167.0,149.0,50.0,249.0,763.0,380.0,460400,儋州市,109.3862008,19.58191678
1e-06,16.0,633.0,1e-06,16.0,106.0,319.0,22.0,469021,定安县,110.3086113,19.48500595
5.0,16.0,754.0,127.0,15.0,108.0,54.0,83.0,469007,东方市,108.8150292,18.99781225
110.0,113.0,6189.0,194.0,362.0,51.0,2248.0,1660.0,460100,海口市,110.4187058,19.85391516
4.0,30.0,996.0,63.0,42.0,81.0,197.0,44.0,469027,乐东黎族自治县,109.0256627,18.64142024
16.0,12.0,1254.0,23.0,208.0,78.0,806.0,100.0,469024,临高县,109.7114152,19.81166656
44.0,30.0,2166.0,67.0,184.0,76.0,389.0,940.0,469028,陵水黎族自治县,109.9472495,18.55120847
26.0,30.0,990.0,64.0,23.0,32.0,144.0,129.0,469002,琼海市,110.4176137,19.21199099
2.0,5.0,875.0,1e-06,7.0,50.0,94.0,228.0,469030,琼中黎族苗族自治县,109.8504045,19.03552648
19.0,10.0,381.0,1e-06,106.0,10.0,91.0,823.0,460300,三沙市,113.6749089,9.826371128
515.0,130.0,5237.0,301.0,1695.0,32.0,677.0,22684.0,460200,三亚市,109.4176502,18.363836
1e-06,14.0,754.0,1e-06,31.0,216.0,201.0,141.0,469022,屯昌县,110.0515501,19.34385258
12.0,15.0,1126.0,164.0,40.0,34.0,36.0,164.0,469006,万宁市,110.3202202,18.83201297
5.0,40.0,1765.0,146.0,36.0,60.0,347.0,151.0,469005,文昌市,110.7843123,19.7491203
2.0,4.0,490.0,1e-06,5.0,39.0,98.0,37.0,469001,五指山市,109.5077013,18.8257064
332.0,201.0,29092.0,798.0,852.0,7274.0,3849.0,14746.0,130600,保定市,115.1711311,39.0215841
55.0,66.0,38167.0,917.0,16.0,5913.0,2388.0,24832.0,130900,沧州市,116.765643,38.26868205
108.0,52.0,10327.0,1478.0,581.0,4233.0,1221.0,3012.0,130800,承德市,117.5470245,41.34722488
47.0,45.0,32355.0,972.0,23.0,5076.0,1956.0,11715.0,130400,邯郸市,114.5429506,36.55244711
26.0,43.0,27398.0,308.0,2.0,4929.0,2204.0,15756.0,131100,衡水市,115.8228812,37.76257514
96.0,72.0,23840.0,578.0,97.0,3231.0,3155.0,8189.0,131000,廊坊市,116.6282057,39.2593697
209.0,122.0,6556.0,1076.0,637.0,150.0,989.0,6708.0,130300,秦皇岛市,119.1874201,40.0852429
241.0,175.0,34995.0,1410.0,453.0,3083.0,3040.0,7732.0,130100,石家庄市,114.4394938,38.13053735
609.0,270.0,25637.0,2670.0,1166.0,1866.0,6440.0,15522.0,130200,唐山市,118.3323049,39.70886152
40.0,29.0,27130.0,339.0,55.0,5233.0,1299.0,11447.0,130500,邢台市,114.8166568,37.2122495
272.0,251.0,28038.0,2433.0,2294.0,8503.0,10431.0,8293.0,130700,张家口市,115.0318418,40.86491896
22.0,64.0,19057.0,438.0,31.0,3399.0,1043.0,8001.0,410500,安阳市,114.3535494,35.87703964
13.0,53.0,9802.0,94.0,50.0,1053.0,1060.0,6803.0,410600,鹤壁市,114.30933,35.72306663
5.0,25.0,1554.0,122.0,1.0,10.0,39.0,60.0,419001,济源市,112.3924557,35.09959215
21.0,30.0,11320.0,465.0,12.0,762.0,940.0,4719.0,410800,焦作市,113.1318127,35.11257246
18.0,73.0,10936.0,96.0,21.0,2214.0,1344.0,6014.0,410200,开封市,114.5353871,34.60479893
2202.0,439.0,22050.0,969.0,422.0,416.0,2825.0,21442.0,410300,洛阳市,112.03177,34.29236569
13.0,37.0,3321.0,144.0,32.0,466.0,538.0,441.0,411100,漯河市,113.8996543,33.6556501
51.0,129.0,16810.0,1013.0,124.0,1832.0,10643.0,778.0,411300,南阳市,112.2834582,33.04421864
788.0,104.0,6111.0,734.0,399.0,667.0,797.0,1142.0,410400,平顶山市,113.0109485,33.79587441
174.0,71.0,14934.0,183.0,404.0,2925.0,1053.0,5672.0,410900,濮阳市,115.2816646,35.80874277
44.0,49.0,4691.0,634.0,30.0,135.0,352.0,468.0,411200,三门峡市,111.1060472,34.36107505
26.0,20.0,5257.0,315.0,12.0,660.0,513.0,632.0,411400,商丘市,115.6975978,34.2891748
23.0,39.0,24317.0,280.0,101.0,4052.0,1651.0,9200.0,410700,新乡市,114.0894418,35.26381432
64.0,177.0,12874.0,1052.0,393.0,3597.0,1339.0,3269.0,411500,信阳市,114.8835408,32.08132574
32.0,4.0,4335.0,200.0,18.0,1025.0,175.0,651.0,411000,许昌市,113.7096892,34.07234436
220.0,223.0,30489.0,3093.0,313.0,2061.0,3365.0,23587.0,410100,郑州市,113.4726362,34.6255035
40.0,48.0,6709.0,103.0,30.0,616.0,324.0,735.0,411600,周口市,114.8776668,33.72195465
102.0,78.0,5901.0,228.0,75.0,386.0,560.0,644.0,411700,驻马店市,114.1507746,32.92334957
22.0,40.0,5174.0,80.0,111.0,1273.0,669.0,925.0,230600,大庆市,124.6997901,46.34702605
33.0,31.0,3003.0,226.0,22.0,65.0,773.0,713.0,232700,大兴安岭地区,124.2036058,52.32603701
267.0,422.0,23254.0,1799.0,1107.0,1318.0,11234.0,7438.0,230100,哈尔滨市,127.9576274,45.63734134
8.0,10.0,1308.0,69.0,2.0,129.0,460.0,322.0,230400,鹤岗市,130.8005037,47.63981162
49.0,71.0,5730.0,220.0,127.0,233.0,1028.0,1392.0,231100,黑河市,126.9860745,49.2630959
260.0,99.0,20918.0,611.0,1498.0,544.0,7990.0,10683.0,230300,鸡西市,132.285896,45.62897775
47.0,26.0,7687.0,323.0,69.0,435.0,1431.0,4346.0,230800,佳木斯市,132.1828962,47.23461551
120.0,23.0,11108.0,978.0,263.0,454.0,3712.0,7012.0,231000,牡丹江市,129.8890999,44.59628918
14.0,51.0,1490.0,134.0,51.0,148.0,485.0,3996.0,230900,七台河市,130.9359208,45.87901406
103.0,86.0,9180.0,398.0,55.0,1309.0,1360.0,859.0,230200,齐齐哈尔市,124.5456096,47.69965019
12.0,21.0,3604.0,119.0,14.0,324.0,872.0,689.0,230500,双鸭山市,132.6111707,46.71508255
21.0,65.0,4311.0,229.0,35.0,336.0,2071.0,429.0,231200,绥化市,126.6459385,46.89375533
35.0,9.0,2049.0,255.0,7.0,246.0,365.0,183.0,230700,伊春市,129.2123818,47.81302224
28.0,59.0,2007.0,179.0,12.0,32.0,71.0,47.0,420700,鄂州市,114.7542313,30.32898334
19.0,65.0,6277.0,419.0,68.0,711.0,932.0,373.0,422800,恩施土家族苗族自治州,109.5494179,30.1915182
51.0,476.0,20086.0,612.0,60.0,11627.0,1737.0,4276.0,421100,黄冈市,115.3397434,30.7160935
28.0,110.0,4757.0,301.0,9.0,67.0,581.0,197.0,420200,黄石市,115.0247617,29.92757327
25.0,68.0,4235.0,256.0,93.0,114.0,388.0,366.0,420800,荆门市,112.6086664,31.07051949
94.0,273.0,5840.0,113.0,51.0,122.0,187.0,728.0,421000,荆州市,112.5696191,29.99684859
2.0,4.0,1338.0,28.0,6.0,21.0,26.0,44.0,429005,潜江市,112.7567307,30.33911988
2.0,9.0,504.0,1.0,21.0,24.0,35.0,41.0,429021,神农架林区,110.4755126,31.59150052
24.0,65.0,6851.0,729.0,49.0,255.0,469.0,1043.0,420300,十堰市,110.4412744,32.45660458
19.0,56.0,2575.0,356.0,14.0,86.0,154.0,83.0,421300,随州市,113.4243021,31.82908064
4.0,7.0,788.0,99.0,2.0,28.0,107.0,8.0,429006,天门市,113.1114688,30.6452306
1444.0,620.0,42208.0,4588.0,1415.0,8433.0,5984.0,35578.0,420100,武汉市,114.3428771,30.62404986
3.0,4.0,1625.0,37.0,1.0,58.0,116.0,100.0,429004,仙桃市,113.3757194,30.28989812
18.0,108.0,3662.0,259.0,14.0,141.0,296.0,273.0,421200,咸宁市,114.1753416,29.62403688
242.0,355.0,15712.0,1566.0,492.0,197.0,2473.0,10139.0,420600,襄阳市,111.9366605,31.93192027
25.0,68.0,5843.0,465.0,66.0,221.0,666.0,1441.0,420900,孝感市,113.8790061,31.11818753
219.0,500.0,12619.0,723.0,291.0,341.0,1829.0,4437.0,420500,宜昌市,111.1352804,30.74743374
23.0,125.0,9570.0,505.0,69.0,358.0,491.0,685.0,430700,常德市,111.5196482,29.29994992
34.0,123.0,8438.0,744.0,78.0,624.0,1339.0,4135.0,431000,郴州市,113.1363485,25.81447244
47.0,119.0,13034.0,931.0,75.0,981.0,1412.0,4776.0,430400,衡阳市,112.574186,26.79428249
95.0,114.0,8302.0,1629.0,48.0,954.0,652.0,1284.0,431200,怀化市,110.0751271,27.54817525
25.0,76.0,5385.0,906.0,61.0,315.0,1595.0,4701.0,431300,娄底市,111.6131102,27.73901201
23.0,188.0,7844.0,389.0,72.0,518.0,1128.0,700.0,430500,邵阳市,110.8744666,26.91332644
46.0,65.0,4671.0,568.0,1166.0,191.0,2632.0,7065.0,430300,湘潭市,112.6029037,27.73160662
38.0,90.0,4104.0,390.0,281.0,749.0,541.0,446.0,433100,湘西土家族苗族自治州,109.7270331,28.69487233
20.0,20.0,11532.0,373.0,64.0,436.0,248.0,3703.0,430900,益阳市,111.9513217,28.57523162
89.0,156.0,7616.0,336.0,40.0,510.0,973.0,700.0,431100,永州市,111.7293638,25.77353031
667.0,352.0,13175.0,776.0,122.0,476.0,2437.0,23682.0,430600,岳阳市,113.2543192,29.06636126
184.0,36.0,3199.0,300.0,600.0,284.0,284.0,2507.0,430800,张家界市,110.5266391,29.39245758
301.0,285.0,21914.0,1732.0,1816.0,390.0,8474.0,31065.0,430100,长沙市,113.1529965,28.22714474
98.0,66.0,9383.0,1339.0,164.0,322.0,835.0,1055.0,430200,株洲市,113.5173744,27.11883783
20.0,31.0,5263.0,172.0,31.0,422.0,568.0,165.0,220800,白城市,123.0118092,45.34651468
34.0,34.0,3667.0,256.0,174.0,273.0,1686.0,574.0,220600,白山市,127.2852846,42.0696094
141.0,48.0,18751.0,830.0,174.0,6024.0,1361.0,2279.0,220200,吉林市,126.8432804,43.57963456
9.0,32.0,2229.0,79.0,28.0,128.0,688.0,551.0,220400,辽源市,125.3054884,42.81082408
32.0,42.0,3444.0,247.0,25.0,223.0,1034.0,265.0,220300,四平市,124.3840929,43.48353182
24.0,35.0,4337.0,139.0,25.0,162.0,621.0,559.0,220700,松原市,124.4768265,44.80129882
37.0,51.0,5091.0,268.0,79.0,218.0,1788.0,1501.0,220500,通化市,125.9491578,41.95618238
107.0,113.0,10842.0,822.0,310.0,465.0,1732.0,4069.0,222400,延边朝鲜族自治州,129.1237276,43.14200003
207.0,490.0,21383.0,1298.0,710.0,344.0,4384.0,7176.0,220100,长春市,125.5838918,44.28310973
3357.0,455.0,28326.0,761.0,689.0,717.0,7905.0,23556.0,320400,常州市,119.6365424,31.62492091
56.0,38.0,7783.0,278.0,204.0,153.0,466.0,4491.0,320800,淮安市,118.9648612,33.35176089
60.0,127.0,23584.0,564.0,105.0,968.0,2326.0,10178.0,320700,连云港市,119.1397466,34.53595327
2194.0,777.0,32091.0,3448.0,2540.0,677.0,4422.0,24916.0,320100,南京市,118.8427656,31.92759114
4330.0,553.0,34123.0,581.0,1169.0,911.0,6391.0,39108.0,320600,南通市,121.0443682,32.18304405
2318.0,591.0,58715.0,1054.0,1721.0,948.0,7636.0,40510.0,320500,苏州市,120.6558596,31.38349196
785.0,768.0,35503.0,333.0,1036.0,975.0,4147.0,28295.0,321300,宿迁市,118.5201908,33.78423854
46.0,283.0,27862.0,184.0,202.0,131.0,2025.0,17525.0,321200,泰州市,120.0563571,32.57097365
227.0,415.0,40179.0,663.0,3160.0,162.0,2630.0,58909.0,320200,无锡市,120.0756925,31.52400065
202.0,132.0,11111.0,1115.0,263.0,95.0,1202.0,2807.0,320300,徐州市,117.5174133,34.35531783
59.0,71.0,14596.0,275.0,85.0,118.0,1193.0,8157.0,320900,盐城市,120.1948612,33.51415001
46.0,155.0,17931.0,203.0,96.0,103.0,2030.0,23323.0,321000,扬州市,119.474472,32.73729539
326.0,305.0,13752.0,936.0,528.0,426.0,1841.0,58428.0,321100,镇江市,119.4529224,32.01570779
21.0,244.0,9331.0,541.0,220.0,1032.0,1626.0,301.0,361000,抚州市,116.4341292,27.51015051
211.0,685.0,28269.0,1677.0,348.0,2983.0,5345.0,10215.0,360700,赣州市,115.2730355,25.7088547
51.0,269.0,11436.0,773.0,266.0,1311.0,1367.0,738.0,360800,吉安市,114.8246394,26.97340935
26.0,45.0,6069.0,251.0,208.0,251.0,166.0,309.0,360200,景德镇市,117.2699557,29.30728248
76.0,527.0,12807.0,812.0,612.0,891.0,3299.0,5328.0,360400,九江市,115.4517472,29.32196637
2554.0,166.0,21071.0,1851.0,1921.0,4900.0,6158.0,13039.0,360100,南昌市,116.0185878,28.64979404
13.0,83.0,4327.0,273.0,64.0,206.0,500.0,182.0,360300,萍乡市,113.9027421,27.51265333
273.0,470.0,28430.0,1612.0,849.0,5963.0,2306.0,3646.0,361100,上饶市,117.4721679,28.77294759
17.0,49.0,2292.0,266.0,11.0,165.0,513.0,308.0,360500,新余市,114.852229,27.84531515
43.0,278.0,11010.0,536.0,141.0,958.0,2198.0,349.0,360900,宜春市,114.9725719,28.30613949
18.0,91.0,6000.0,371.0,73.0,206.0,244.0,1521.0,360600,鹰潭市,117.1074392,28.22465069
96.0,61.0,9693.0,435.0,63.0,329.0,739.0,1630.0,210300,鞍山市,123.0126017,40.71323795
73.0,15.0,2576.0,1338.0,52.0,302.0,163.0,157.0,210500,本溪市,124.56838,41.22883231
52.0,25.0,2512.0,953.0,38.0,250.0,174.0,180.0,211300,朝阳市,120.0144171,41.51088259
690.0,244.0,23959.0,2048.0,867.0,2025.0,2348.0,27519.0,210200,大连市,122.1919051,39.58477196
52.0,78.0,3974.0,986.0,60.0,239.0,338.0,974.0,210600,丹东市,124.3973917,40.54000529
37.0,36.0,3002.0,219.0,55.0,351.0,124.0,1057.0,210400,抚顺市,124.6558999,41.83380977
23.0,28.0,1992.0,242.0,53.0,179.0,200.0,372.0,210900,阜新市,121.9551668,42.27925639
346.0,67.0,3768.0,635.0,134.0,265.0,376.0,547.0,211400,葫芦岛市,120.2048675,40.61720784
33.0,21.0,2998.0,660.0,127.0,184.0,299.0,1167.0,210700,锦州市,121.612428,41.45877975
38.0,32.0,2762.0,354.0,33.0,145.0,137.0,630.0,211000,辽阳市,123.2457009,41.18178354
17.0,31.0,1613.0,222.0,42.0,99.0,296.0,287.0,211100,盘锦市,121.9940316,41.06596229
264.0,186.0,14487.0,2056.0,652.0,339.0,1258.0,4739.0,210100,沈阳市,123.1376608,42.09432213
27.0,41.0,3208.0,265.0,29.0,327.0,321.0,460.0,211200,铁岭市,124.1706602,42.64387946
18.0,38.0,2170.0,246.0,42.0,149.0,330.0,759.0,210800,营口市,122.4511902,40.38894659
60.0,168.0,7489.0,649.0,786.0,243.0,1783.0,2419.0,152900,阿拉善盟,102.4489644,40.49706802
40.0,49.0,6625.0,692.0,127.0,155.0,754.0,802.0,150800,巴彦淖尔市,107.5697088,41.44571973
41.0,52.0,8521.0,1796.0,120.0,329.0,682.0,3070.0,150200,包头市,110.2604084,41.54929817
96.0,30.0,19156.0,624.0,169.0,10648.0,3128.0,4993.0,150400,赤峰市,118.8709506,43.22042011
167.0,136.0,12028.0,2063.0,356.0,167.0,1454.0,4494.0,150600,鄂尔多斯市,108.6284617,39.41184161
105.0,68.0,9623.0,1171.0,448.0,214.0,1018.0,3450.0,150100,呼和浩特市,111.4979894,40.59109042
134.0,102.0,14476.0,812.0,402.0,574.0,2418.0,12670.0,150700,呼伦贝尔市,121.196017,49.66148768
60.0,30.0,12433.0,473.0,37.0,2398.0,880.0,2824.0,150500,通辽市,121.5699327,43.81587159
12.0,109.0,2697.0,415.0,136.0,38.0,808.0,1706.0,150300,乌海市,106.8697033,39.42534191
49.0,68.0,11952.0,835.0,419.0,6219.0,1113.0,3064.0,150900,乌兰察布市,112.4430445,41.68253941
121.0,77.0,7502.0,695.0,296.0,2892.0,748.0,5928.0,152500,锡林郭勒盟,115.4835227,44.1929266
36.0,36.0,4448.0,244.0,108.0,329.0,461.0,723.0,152200,兴安盟,121.3364372,46.22525709
53.0,100.0,4876.0,237.0,53.0,343.0,534.0,1606.0,640400,固原市,106.180721,35.91474713
11.0,30.0,1803.0,137.0,72.0,65.0,392.0,1760.0,640200,石嘴山市,106.5124476,39.00628937
42.0,57.0,7341.0,549.0,630.0,181.0,648.0,4511.0,640300,吴忠市,106.527135,37.46237905
294.0,68.0,7825.0,573.0,404.0,82.0,626.0,5611.0,640100,银川市,106.343573,38.28572327
69.0,44.0,3557.0,385.0,95.0,209.0,233.0,649.0,640500,中卫市,105.5013166,37.01284548
1.0,16.0,3435.0,1e-06,93.0,97.0,334.0,2503.0,632600,果洛藏族自治州,99.42016633,34.11641147
14.0,26.0,4177.0,290.0,86.0,589.0,991.0,805.0,632200,海北藏族自治州,100.3035137,37.75825597
31.0,80.0,5710.0,234.0,94.0,1641.0,808.0,956.0,630200,海东市,102.3435064,36.33208032
10.0,66.0,3144.0,1e-06,133.0,220.0,429.0,1025.0,632500,海南藏族自治州,100.2567706,35.90029003
101.0,58.0,6813.0,1716.0,655.0,305.0,881.0,6874.0,632800,海西蒙古族藏族自治州,94.53120673,36.71257669
9.0,12.0,1844.0,1e-06,78.0,175.0,389.0,579.0,632300,黄南藏族自治州,101.6291753,35.02222884
102.0,43.0,5557.0,506.0,215.0,969.0,570.0,2593.0,630100,西宁市,101.4368998,36.82579654
15.0,6.0,6162.0,346.0,256.0,317.0,873.0,2166.0,632700,玉树藏族自治州,94.32138256,34.21110429
25.0,36.0,5474.0,230.0,27.0,106.0,875.0,395.0,371600,滨州市,117.8411749,37.53939145
27.0,36.0,10345.0,546.0,63.0,3977.0,885.0,804.0,371400,德州市,116.6472134,37.24829922
