from_city_code,to_city_code,real_value
152200,150900,0.309722222
152200,150200,0.041111111
152200,150700,9.868888889
152200,150100,0.853333333
152200,150800,0.001111111
152200,150400,3.817777778
152200,150500,13.345
152200,150600,0.014722222
152200,152500,2.926666667
511000,511100,0.923333333
511000,511500,32.18305556
511000,510100,297.2408333
511000,510500,99.17722222
511000,511400,45.31111111
511000,510300,206.42
511000,512000,86.19555556
511000,500000,49.7625
0,510100,43.09305556
0,510400,38.67666667
0,0,0.0325
0,511800,12.77305556
150200,150900,11.17194444
150200,150300,2.306388889
150200,152200,0.130555556
150200,150700,0.099444444
150200,150100,45.29722222
150200,150800,26.68611111
150200,150400,0.779166667
150200,150500,0.299722222
150200,150600,50.87277778
150200,152500,1.093055556
150200,152900,0.833055556
110000,130600,329.1286111
110000,130200,51.44472222
110000,120000,338.1125
110000,131000,1536.974167
110000,130700,77.91805556
110000,130800,46.19388889
110000,130900,36.81166667
110000,130100,22.27861111
110000,130300,13.34916667
110000,131100,17.83972222
110000,130500,8.270277778
110000,130400,19.23944444
659005,654300,5.043055556
450500,450100,33.60277778
450500,451400,2.701111111
450500,450300,0.564444444
450500,450900,27.04916667
450500,451000,0.545
450500,450800,0.569166667
450500,450700,50.22222222
450500,450600,13.33555556
420300,420500,0.039722222
420300,420100,9.543333333
420300,420600,45.03027778
320100,310000,55.97055556
320100,341600,2.8875
320100,320600,56.72666667
320100,340100,9.359722222
320100,321300,62.24888889
320100,320400,336.1083333
320100,320300,38.3725
320100,321000,308.0141667
320100,320200,236.1477778
320100,330100,19.52972222
320100,321200,73.04555556
320100,320800,101.5372222
320100,341100,280.6380556
320100,320900,51.23444444
320100,320500,232.7722222
320100,320700,9.055833333
320100,321100,1018.310556
320100,341200,2.865
320100,340500,164.9372222
511300,511900,47.38888889
511300,510800,35.60833333
511300,511600,121.7944444
511300,510600,4.348888889
511300,510100,359.1444444
511300,510700,75.80333333
511300,511700,95.15333333
511300,510900,86.08777778
511300,500000,58.65361111
450100,450500,31.27333333
450100,451400,144.2888889
450100,451300,54.47166667
450100,450200,45.83
450100,450300,25.12027778
450100,450400,17.5
450100,451200,87.42722222
450100,450900,66.55861111
450100,451000,101.335
450100,450800,81.10944444
450100,451100,5.759444444
450100,450700,104.6536111
450100,450600,54.90027778
350700,350400,33.68305556
350700,350200,9.862777778
350700,350900,24.67805556
350700,350500,15.20527778
350700,350600,4.840555556
350700,350100,58.46583333
350700,350300,5.642222222
350700,350800,4.655555556
360100,361100,108.7419444
360100,360400,174.1408333
360100,360800,44.56916667
360100,360900,267.1027778
360100,361000,106.4288889
360100,360500,17.26777778
360100,360200,30.45333333
360100,360300,10.97277778
360100,360700,25.32833333
360100,360600,23.14416667
320600,310000,397.6144444
320600,320100,46.5925
320600,320400,29.5675
320600,321000,22.83194444
320600,320200,157.8652778
320600,321200,232.4886111
320600,320900,283.2419444
320600,320500,734.2016667
320600,320700,33.27861111
411300,411500,25.81583333
411300,411600,3.444444444
411300,410400,59.275
411300,410300,25.48055556
411300,411000,0.476388889
411300,410100,73.58222222
411300,411700,53.31861111
0,650100,3.992222222
0,0,8.859722222
0,659007,7.211388889
0,654200,1.64
0,0,0.027222222
350200,350400,17.06944444
350200,350700,6.667777778
350200,350900,5.452222222
350200,350500,691.4458333
350200,350600,756.8075
350200,350100,30.74444444
350200,350300,26.61666667
350200,350800,33.15722222
659007,0,9.762222222
230500,230900,2.476111111
230500,230700,0.008611111
230500,230800,22.67666667
230500,230100,4.719722222
230500,231000,0.541388889
230500,231200,0.460277778
230500,230300,3.631388889
230500,230400,1.479722222
230500,231100,0.010833333
230500,230200,0.032222222
659008,0,12.25638889
331000,331100,15.23388889
331000,330400,20.91
331000,330200,273.9888889
331000,330100,116.9958333
331000,330300,203.0088889
331000,330500,9.151111111
331000,330600,44.18416667
331000,330900,7.035833333
331000,330800,7.086388889
331000,330700,75.03444444
340100,310000,22.50916667
340100,341600,48.14
340100,341500,570.9227778
340100,320100,18.38472222
340100,340800,286.4138889
340100,341800,27.13305556
340100,341300,44.23277778
340100,330100,16.17916667
340100,341700,45.80972222
340100,340600,15.095
340100,340400,222.4847222
340100,341100,279.1416667
340100,340200,227.5077778
340100,320500,17.99861111
340100,340300,77.81861111
340100,340700,54.00583333
340100,341200,95.21916667
340100,340500,91.41527778
340100,341000,17.00722222
360800,361100,5.945
360800,360400,13.715
360800,360100,49.69638889
360800,360900,53.1075
360800,361000,21.98027778
360800,360500,25.13361111
360800,360200,0.205
360800,360300,16.88694444
360800,360700,91.03472222
360800,360600,2.154722222
220200,220300,4.997222222
220200,0,11.79555556
220200,220700,3.277777778
220200,220800,1.024444444
220200,220600,3.806666667
220200,220400,3.701944444
220200,220500,10.33055556
220200,220100,86.4075
650400,650100,36.18111111
650400,0,1.819444444
650400,653200,0.451111111
650400,650500,10.52916667
650400,653100,3.5825
650400,0,12.59777778
650400,0,5.463611111
650400,659001,0.055833333
650400,652900,6.9725
141100,141000,20.17888889
141100,140200,1.844166667
141100,140100,137.5072222
141100,140900,12.92833333
141100,140700,95.98527778
141100,140500,1.815833333
141100,140600,2.235
141100,140800,4.709444444
141100,140400,7.216111111
141100,140300,3.3275
640300,640500,58.1225
640300,640400,17.67972222
640300,640200,9.931944444
640300,640100,144.1591667
411600,411500,25.06666667
411600,411300,5.146666667
411600,411400,102.0136111
411600,410400,12.49277778
411600,410200,55.53638889
411600,410700,0.672222222
411600,410300,8.364722222
411600,411100,63.8
411600,411000,55.63027778
411600,410100,220.8238889
411600,411700,86.36
150700,150900,0.001388889
150700,152200,6.856666667
150700,150100,0.225
150700,150400,0.681666667
150700,150500,1.124722222
150700,150600,0.01
150700,152500,0.402777778
150100,150900,67.45861111
150100,150300,2.378611111
150100,152200,0.586111111
150100,150200,55.77083333
150100,150700,0.305555556
150100,150800,11.37305556
150100,150400,2.828888889
150100,150500,1.281111111
150100,150600,44.42555556
150100,152500,5.603055556
150100,152900,0.918888889
653200,650100,0.523611111
653200,653100,6.620555556
653200,0,4.420833333
653200,659009,2.144166667
653200,652900,2.313055556
653200,659002,0.018055556
421200,420900,8.735277778
421200,0,0.605277778
421200,420100,141.3583333
421200,421000,13.54805556
421200,421100,11.87277778
421200,420200,28.25
610400,611000,18.32055556
610400,610900,8.191666667
610400,610300,98.87027778
610400,610600,21.84972222
610400,610800,14.295
610400,610700,10.43388889
610400,610500,81.56583333
610400,610100,2744.467778
610400,610200,38.79
650500,650100,24.07222222
650500,0,1.5925
650500,650400,10.09583333
650500,653200,0.235833333
650500,653100,2.592222222
650500,0,5.056944444
650500,0,9.0825
650500,659001,0.032222222
650500,652900,3.374722222
230100,230900,11.135
230100,230700,9.011944444
230100,230800,26.725
230100,230500,8.491666667
230100,232700,0.725
230100,230600,33.67277778
230100,231000,15.51888889
230100,231200,120.1436111
230100,230300,8.741111111
230100,230400,4.795277778
230100,231100,7.984444444
230100,230200,17.325
130200,130600,54.235
130200,110000,52.86916667
130200,120000,412.4402778
130200,131000,109.625
130200,130700,5.663055556
130200,130800,96.61833333
130200,130900,116.5061111
130200,130100,23.57972222
130200,130300,255.3755556
130200,131100,9.775555556
130200,130500,4.238888889
130200,130400,11.41083333
411400,411600,104.3697222
411400,410200,79.18472222
411400,410700,2.104444444
411400,410300,2.086111111
411400,410100,123.5075
611000,610400,20.18888889
611000,610900,14.51027778
611000,610300,3.843333333
611000,610600,1.936111111
611000,610800,1.451388889
611000,610700,1.171388889
611000,610500,11.44555556
611000,610100,120.0061111
611000,610200,1.2225
653100,650100,1.215555556
653100,0,9.384722222
653100,650400,0.002222222
653100,653200,4.9525
653100,659003,6.040833333
653100,0,1.821944444
653100,0,0.002777778
653100,652900,7.688055556
330400,310000,797.7302778
330400,331100,5.596666667
330400,331000,32.26083333
330400,330200,247.9702778
330400,330100,2134.962778
330400,330300,22.66361111
330400,330500,344.5816667
330400,330600,209.1525
330400,330900,13.01444444
330400,320500,477.5161111
330400,330800,10.83361111
330400,330700,48.27361111
620200,620100,0.810277778
620200,620700,4.684444444
620200,620600,0.398333333
620200,620900,42.36972222
220300,220200,6.056111111
220300,0,0.894444444
220300,220700,15.06638889
220300,220800,6.985833333
220300,220600,2.031388889
220300,220400,10.44666667
220300,220500,4.596111111
220300,220100,81.50527778
640400,640500,19.12861111
640400,640300,10.72027778
640400,640200,1.445277778
640400,640100,15.71138889
659003,653100,3.102222222
654200,650100,13.65305556
654200,0,18.11138889
654200,650200,10.56666667
654200,0,4.0025
654200,0,8.685555556
654200,659001,20.88416667
654200,654300,2.378333333
232700,230100,0.476111111
232700,231200,0.007777778
232700,231100,0.641388889
232700,230200,0.504722222
140200,141000,0.864722222
140200,141100,1.709166667
140200,140100,15.14277778
140200,140900,17.65555556
140200,140700,2.798888889
140200,140500,0.044444444
140200,140600,92.32972222
140200,140800,0.644722222
140200,140400,0.775277778
140200,140300,0.455
230600,230900,0.003611111
230600,230700,0.435833333
230600,230800,0.617777778
230600,230500,0.034444444
230600,230100,27.32055556
230600,232700,0.388611111
230600,231000,0.553055556
230600,231200,48.78194444
230600,230300,0.226666667
230600,230400,0.005555556
230600,231100,1.657222222
230600,230200,25.45861111
0,530900,14.85833333
0,530700,46.98861111
0,530500,32.62555556
0,0,12.73027778
0,0,11.03361111
0,530100,61.24388889
0,530600,0.283055556
0,530800,5.211111111
0,530300,5.823888889
0,0,22.20666667
0,530400,2.238888889
0,0,1.9675
0,0,2.4
0,0,7.497222222
210200,210600,18.815
210200,210400,0.171666667
210200,211300,2.525
210200,210500,0.348333333
210200,210100,17.72027778
210200,211100,6.808611111
210200,210800,36.63777778
210200,211400,2.626944444
210200,211000,0.740555556
210200,211200,0.664722222
210200,210700,4.953333333
210200,210900,0.289722222
210200,210300,14.61166667
620500,0,2.856111111
620500,620100,19.28916667
620500,620200,0.022222222
620500,621100,19.72805556
620500,620800,11.62833333
620500,621000,1.128888889
620500,620700,0.017777778
620500,620600,1.041388889
620500,0,0.564722222
620500,620400,2.106666667
620500,620900,0.484722222
620500,621200,24.90777778
120000,130600,95.49027778
120000,110000,469.9391667
120000,130200,478.2430556
120000,131000,647.1216667
120000,130700,16.61361111
120000,130800,23.09972222
120000,130900,349.8369444
120000,130100,26.95444444
120000,130300,48.05583333
120000,131100,28.155
120000,130500,7.682777778
120000,130400,23.57361111
429006,429004,29.35722222
429006,420900,20.29916667
429006,420100,37.24611111
429006,429005,1.661666667
429006,421000,11.53638889
429006,420800,28.45444444
140100,141000,30.29638889
140100,141100,156.1405556
140100,140200,19.71861111
140100,140900,133.425
140100,140700,707.5963889
140100,140500,8.805555556
140100,140600,21.87972222
140100,140800,12.2925
140100,140400,33.34972222
140100,140300,34.17472222
371000,370600,96.91083333
371000,370200,28.33555556
431300,430600,0.785277778
431300,430700,5.098888889
431300,431200,21.72305556
431300,430200,9.511944444
431300,431100,0.536666667
431300,430300,44.77805556
431300,0,1.074722222
431300,430900,22.8325
431300,430400,21.88055556
431300,430500,70.19805556
431300,431000,0.319166667
431300,430100,132.1297222
420900,429004,22.0625
420900,420300,0.847222222
420900,421200,10.93
420900,429006,21.15083333
420900,420500,7.805833333
420900,420100,885.7572222
420900,421000,14.73138889
420900,420800,26.29555556
420900,420600,23.23055556
420900,420700,0.36
420900,421300,48.67277778
420900,421100,21.67805556
420900,420200,1.415833333
350900,350400,4.579722222
350900,350700,19.55444444
350900,350200,7.839722222
350900,350500,16.10444444
350900,350600,4.338333333
350900,350100,127.8977778
350900,350300,8.385277778
350900,350800,1.348888889
330200,310000,76.65888889
330200,331100,9.657222222
330200,331000,284.1938889
330200,330400,103.5358333
330200,330100,358.6622222
330200,330300,34.55611111
330200,330500,27.61111111
330200,330600,377.1205556
330200,330900,163.2458333
330200,330800,11.94111111
330200,330700,129.5086111
340800,310000,5.631666667
340800,341500,38.70194444
340800,340100,270.3619444
340800,330100,1.661944444
340800,341700,56.66805556
340800,340200,7.217777778
340800,340700,43.26138889
340800,341200,2.459444444
340800,341000,1.4625
610900,610400,11.36416667
610900,611000,6.341944444
610900,610300,1.155277778
610900,610600,1.231666667
610900,610800,1.597777778
610900,610700,35.06361111
610900,610500,5.843055556
610900,610100,62.38333333
610900,610200,0.7475
410500,410200,1.931111111
410500,410700,99.99
410500,410300,0.546111111
410500,410900,94.31111111
410500,410800,0.753888889
410500,410100,67.77277778
410500,410600,100.7358333
520400,520200,50.19777778
520400,520500,41.19055556
520400,520100,272.395
520400,520300,11.02555556
520400,520600,5.070277778
520400,0,6.767777778
520400,0,38.23444444
520400,0,49.57916667
469021,469006,0.240277778
469021,460200,0.409444444
469021,460400,0.125
469021,469022,1.401111111
469021,469005,0.149166667
469021,460100,42.08388889
469021,469023,5.171944444
469021,469002,10.06638889
621100,0,22.18083333
621100,620100,79.71638889
621100,620200,0.190277778
621100,620500,22.89861111
621100,620800,6.846666667
621100,621000,1.366666667
621100,620700,1.032222222
621100,620600,3.230555556
621100,0,6.710277778
621100,620400,13.83611111
621100,620900,1.661666667
621100,621200,10.31361111
511500,511100,46.235
511500,511000,6.719444444
511500,510100,145.5138889
511500,510500,143.325
511500,511400,1.248888889
511500,510300,115.8977778
511500,500000,29.00166667
420500,420300,0.868333333
420500,420900,2.395833333
420500,0,41.16944444
420500,420100,35.59972222
420500,429021,2.006944444
420500,421000,64.76277778
420500,420800,36.92083333
420500,420600,17.66555556
420500,421100,0.788611111
360900,361100,15.63416667
360900,360400,32.85833333
360900,360100,247.0925
360900,360800,54.77916667
360900,361000,24.51388889
360900,360500,58.7525
360900,360200,4.047777778
360900,360300,44.61444444
360900,360700,20.6275
360900,360600,5.828055556
610300,610400,71.28055556
610300,611000,1.601944444
610300,610900,1.034722222
610300,610600,1.813888889
610300,610800,1.624444444
610300,610700,13.29722222
610300,610500,7.074166667
610300,610100,107.4813889
610300,610200,1.433055556
341800,310000,14.6
341800,341600,0.588888889
341800,341500,1.6925
341800,340100,27.62861111
341800,340800,9.413333333
341800,330100,22.15472222
341800,341700,10.10111111
341800,330500,15.12666667
341800,340200,115.1716667
341800,320500,1.726388889
341800,340700,10.36888889
341800,341200,2.531388889
341800,340500,1.275555556
341800,341000,35.23666667
341300,341600,31.41
341300,340100,43.19694444
341300,340600,143.8283333
341300,341100,31.88583333
341300,340200,0.269166667
341300,340300,71.72083333
341300,341200,12.05277778
321300,320100,65.20861111
321300,320600,2.529722222
321300,320400,6.802777778
321300,320300,176.6886111
321300,321000,4.835555556
321300,320200,11.29916667
321300,320800,158.1958333
321300,320500,31.14611111
321300,320700,69.18972222
321300,321100,0.705555556
469022,469027,0.083888889
469022,460400,1.021111111
469022,469021,0.259722222
469022,460100,15.51722222
469022,469023,0.465277778
469022,469030,3.555277778
540500,540100,14.45166667
540500,540200,1.895
540500,540300,0.062777778
540500,540400,1.151111111
540500,540600,0.131944444
540500,542500,0.055277778
430600,431300,0.077777778
430600,430700,20.95944444
430600,430200,13.30277778
430600,430300,14.66027778
430600,0,0.270277778
430600,430900,39.64388889
430600,430400,12.10027778
430600,430500,0.368055556
430600,431000,2.354166667
430600,430100,316.8
451400,450500,0.860555556
451400,450100,105.0569444
451400,450900,0.054166667
451400,451000,24.24722222
451400,450700,8.188611111
451400,450600,10.55027778
511900,511300,33.59972222
511900,510800,11.08472222
511900,510100,50.09944444
511900,511700,34.00444444
150800,150900,2.808611111
150800,150300,8.688611111
150800,150200,25.60722222
150800,150700,0.004444444
150800,150100,10.005
150800,150400,0.353055556
150800,150500,0.052222222
150800,150600,13.28222222
150800,152500,0.365833333
150800,152900,6.070833333
0,650100,8.5175
0,0,2.954722222
0,650400,3.384722222
0,653200,11.11722222
0,650500,1.509166667
0,653100,7.868333333
0,0,0.170555556
0,659006,9.13
0,652900,24.04888889
0,659002,0.677777778
320400,310000,95.25194444
320400,320100,355.8588889
320400,320600,38.03388889
320400,321300,4.499722222
320400,320300,4.271944444
320400,321000,42.85055556
320400,320200,1945.199167
320400,321200,80.01527778
320400,320800,2.397222222
320400,320900,6.473611111
320400,320500,549.0586111
320400,321100,503.3638889
430700,431300,1.239166667
430700,430600,20.50722222
430700,430800,44.95166667
430700,431200,20.00472222
430700,430200,2.327777778
430700,430300,3.773333333
430700,0,24.10888889
430700,430900,56.92305556
430700,430400,2.156666667
430700,430500,1.350833333
430700,430100,151.8858333
620800,620100,20.6525
620800,620200,0.026111111
620800,620500,12.8975
620800,621100,4.322222222
620800,621000,19.27055556
620800,620700,0.025833333
620800,620600,1.555833333
620800,620400,5.816388889
620800,620900,0.488055556
620800,621200,0.947222222
410400,411300,84.91166667
410400,411600,3.873055556
410400,410200,0.138055556
410400,410300,82.36388889
410400,411100,44.90583333
410400,411000,89.045
410400,410100,134.6413889
410400,411700,31.325
510800,511300,26.92888889
510800,510100,52.85722222
510800,510700,35.14305556
511600,511300,126.5405556
511600,510100,77.31722222
511600,511700,70.64222222
511600,510900,0.231666667
511600,500000,234.6641667
440100,441900,5500.917778
440100,442000,1694.18
440100,445300,58.36416667
440100,440600,11677.95778
440100,441300,1521.555278
440100,445200,29.65361111
440100,441400,38.59472222
440100,440500,12.5475
440100,441500,6.581111111
440100,440700,829.6258333
440100,441600,58.26
440100,440300,2644.291111
440100,441800,965.6977778
440100,440800,70.60611111
440100,0,2.865277778
440100,440400,435.6227778
440100,441200,716.9022222
440100,440900,82.44666667
440100,430400,2.224722222
440100,441700,21.11111111
440100,440200,111.0622222
440100,0,0.859444444
621000,620100,3.243333333
621000,620500,0.958055556
621000,621100,0.322777778
621000,620800,12.51861111
621000,620400,0.409166667
621000,621200,0.012222222
131000,130600,376.53
131000,110000,1452.387222
131000,130200,116.6505556
131000,120000,617.1763889
131000,130700,37.20972222
131000,130800,25.42527778
131000,130900,250.275
131000,130100,49.72222222
131000,130300,20.23222222
131000,131100,51.12444444
131000,130500,13.43805556
131000,130400,23.25333333
610600,610400,11.23
610600,611000,1.760277778
610600,610900,0.671111111
610600,610300,1.555
610600,610800,73.61805556
610600,610700,1.263888889
610600,610500,14.94361111
610600,610100,42.42611111
610600,610200,9.955277778
0,220200,7.845277778
0,220300,0.601944444
0,220700,0.399166667
0,220800,0.176388889
0,220600,5.2075
0,220400,0.408055556
0,220500,1.499444444
0,220100,7.8525
410200,411600,69.69222222
410200,411400,90.62083333
410200,410700,62.51305556
410200,410300,8.958333333
410200,410800,1.023611111
410200,411000,48.44138889
410200,410100,864.0255556
130700,130600,74.19055556
130700,110000,75.30972222
130700,130200,9.352222222
130700,120000,7.576388889
130700,131000,20.45305556
130700,130800,16.83222222
130700,130900,6.050555556
130700,130100,12.60138889
130700,130300,1.704444444
130700,131100,5.017222222
130700,130500,0.2475
130700,130400,1.389166667
430800,430700,32.47055556
430800,0,28.01222222
430800,430100,17.97027778
620700,620100,6.205277778
620700,620200,8.946111111
620700,620500,0.205555556
