from_city_code,to_city_code,real_value
110000,120000,166.71972204
110000,130100,31.735555270000013
110000,130200,48.89472215
110000,130300,13.710833260000006
110000,130400,21.895555580000014
110000,130500,13.783611089999994
110000,130600,161.29638852
110000,130700,70.84027755999998
110000,130800,50.71555540999999
110000,130900,37.04472274999999
110000,131000,602.0288886999999
110000,131100,19.849722110000005
110000,140100,5.659722189999998
110000,140200,7.983055540000001
110000,140300,1.5847222499999993
110000,140400,1.9477776899999997
110000,140500,0.6058333199999998
110000,140600,1.98555556
110000,140700,2.7466666699999998
110000,140800,3.3805555800000002
110000,140900,3.7036111300000005
110000,141000,3.6469444299999996
110000,141100,1.6074999800000012
110000,150100,5.460833289999997
110000,150200,2.3052778299999996
110000,150300,0.25416671000000013
110000,150400,13.687499969999998
110000,150500,2.6636111600000008
110000,150600,1.6447221899999995
110000,150700,0.48833333999999984
110000,150800,0.63333328
110000,150900,3.882499959999999
110000,152200,0.72416665
110000,152500,2.44305552
110000,152900,0.14472229999999997
110000,210100,7.023055570000001
110000,210200,2.2155555099999993
110000,210300,1.97
110000,210400,0.6752778
110000,210500,0.4497222299999999
110000,210600,0.9086111600000005
110000,210700,3.046944470000001
110000,210800,1.5450000800000008
110000,210900,1.3533333899999995
110000,211000,0.7144444799999997
110000,211100,1.4999999800000001
110000,211200,0.8569444699999998
110000,211300,5.060277779999999
110000,211400,4.706944459999998
110000,220100,3.2191666800000016
110000,220200,1.12777777
110000,220300,1.2672222299999996
110000,220400,0.38638887000000016
110000,220500,0.6652777799999998
110000,220600,0.23527778000000013
110000,220700,0.9850000100000003
110000,220800,0.5855555099999998
110000,222400,0.29333338
110000,230100,3.9713888900000005
110000,230200,1.2525000000000008
110000,230300,0.29499999000000005
110000,230400,0.12111112
110000,230500,0.16944446000000002
110000,230600,1.2799999899999999
110000,230700,0.14972228000000012
110000,230800,0.38194448
110000,230900,0.14388899000000008
110000,231000,0.5502777899999997
110000,231100,0.21916674000000017
110000,231200,1.1033333799999991
110000,232700,0.09111116999999995
110000,310000,1.9722221900000005
110000,320100,1.0222221999999996
110000,320200,0.50416665
110000,320300,2.2816666500000005
110000,320400,0.5261111000000003
110000,320500,0.8580555899999999
110000,320600,1.3216666899999996
110000,320700,0.9758333200000001
110000,320800,0.6033333800000001
110000,320900,1.2594444499999995
110000,321000,0.8536110299999995
110000,321100,0.25166667000000015
110000,321200,0.6566667199999994
110000,321300,0.6794444200000002
110000,330100,0.9138888599999998
110000,330200,0.3272222600000002
110000,330300,0.45083334000000036
110000,330400,0.2905555200000001
110000,330500,0.14722222999999998
110000,330600,0.17611116000000004
110000,330700,0.27694449000000027
110000,330800,0.10472233999999997
110000,330900,0.060000089999999895
110000,331000,0.31305562
110000,331100,0.08416674999999994
110000,340100,1.8952777699999996
110000,340200,1.5588888500000004
110000,340300,0.39694445
110000,340400,0.2952778600000001
110000,340500,0.8999999499999998
110000,340600,0.2563889000000001
110000,340700,0.26861115000000024
110000,340800,1.8800000200000007
110000,341000,0.14194450000000003
110000,341100,0.36666667999999997
110000,341200,2.998611090000001
110000,341300,1.1297222000000002
110000,341500,1.0161111299999992
110000,341600,1.3119444600000008
110000,341700,0.4488889700000001
110000,341800,0.13638901000000003
110000,350100,0.31805553999999997
