,from_city_code,to_city_code,forecast,from_city_longitude,from_city_latitude,from_city_name,to_city_longitude,to_city_latitude,to_city_name
0,340800,320100,0.04049473628401756,116.4859918,30.57552958,安庆市,118.8427656,31.92759114,南京市
1,341700,320100,0.04027228057384491,117.3641746,30.28325848,池州市,118.8427656,31.92759114,南京市
2,341100,320100,0.2909488379955292,118.10233329999998,32.54422643,滁州市,118.8427656,31.92759114,南京市
3,340100,320100,0.14384494721889496,117.3550905,31.76262308,合肥市,118.8427656,31.92759114,南京市
4,340500,320100,0.37257644534111023,118.3652036,31.63860487,马鞍山市,118.8427656,31.92759114,南京市
5,340700,320100,0.06062775477766991,117.5556273,30.88462337,铜陵市,118.8427656,31.92759114,南京市
6,340200,320100,0.13550031185150146,118.1348385,31.16236504,芜湖市,118.8427656,31.92759114,南京市
7,341800,320100,0.08171083778142929,118.8517787,30.68569806,宣城市,118.8427656,31.92759114,南京市
8,320400,320100,0.1350139081478119,119.6365424,31.62492091,常州市,118.8427656,31.92759114,南京市
9,320100,320100,9.99398785950234e-09,118.8427656,31.92759114,南京市,118.8427656,31.92759114,南京市
10,320600,320100,0.026158127933740616,121.0443682,32.18304405,南通市,118.8427656,31.92759114,南京市
11,320500,320100,0.01808178797364235,120.6558596,31.38349196,苏州市,118.8427656,31.92759114,南京市
12,321200,320100,0.06851186603307724,120.0563571,32.57097365,泰州市,118.8427656,31.92759114,南京市
13,320200,320100,0.043451860547065735,120.0756925,31.52400065,无锡市,118.8427656,31.92759114,南京市
14,320900,320100,0.06164544075727463,120.1948612,33.51415001,盐城市,118.8427656,31.92759114,南京市
15,321000,320100,0.1331728845834732,119.474472,32.73729539,扬州市,118.8427656,31.92759114,南京市
16,321100,320100,0.24990801513195038,119.45292240000002,32.01570779,镇江市,118.8427656,31.92759114,南京市
17,310000,320100,0.012505244463682175,121.4841515,31.21193692,上海市,118.8427656,31.92759114,南京市
18,330100,320100,0.026729822158813477,119.4708146,29.89986219,杭州市,118.8427656,31.92759114,南京市
19,330500,320100,0.03461998701095581,119.8687764,30.74481198,湖州市,118.8427656,31.92759114,南京市
20,330400,320100,0.01319918967783451,120.7790269,30.62192563,嘉兴市,118.8427656,31.92759114,南京市
21,330700,320100,0.007405804470181465,119.9522159,29.11710724,金华市,118.8427656,31.92759114,南京市
22,330200,320100,0.005466898903250694,121.4789837,29.73047805,宁波市,118.8427656,31.92759114,南京市
23,330600,320100,0.007178061176091433,120.6365604,29.7346077,绍兴市,118.8427656,31.92759114,南京市
24,331000,320100,0.0036357801873236895,121.1372207,28.75727043,台州市,118.8427656,31.92759114,南京市
25,330900,320100,0.00330812344327569,122.1820674,30.1180369,舟山市,118.8427656,31.92759114,南京市
26,340800,320600,0.0022678091190755367,116.4859918,30.57552958,安庆市,121.0443682,32.18304405,南通市
27,341700,320600,0.002997542032971978,117.3641746,30.28325848,池州市,121.0443682,32.18304405,南通市
28,341100,320600,0.012120925821363926,118.10233329999998,32.54422643,滁州市,121.0443682,32.18304405,南通市
29,340100,320600,0.005681119859218597,117.3550905,31.76262308,合肥市,121.0443682,32.18304405,南通市
30,340500,320600,0.007028058636933565,118.3652036,31.63860487,马鞍山市,121.0443682,32.18304405,南通市
31,340700,320600,0.0033106436021625996,117.5556273,30.88462337,铜陵市,121.0443682,32.18304405,南通市
32,340200,320600,0.005765775218605995,118.1348385,31.16236504,芜湖市,121.0443682,32.18304405,南通市
33,341800,320600,0.010380309075117111,118.8517787,30.68569806,宣城市,121.0443682,32.18304405,南通市
34,320400,320600,0.02652275376021862,119.6365424,31.62492091,常州市,121.0443682,32.18304405,南通市
35,320100,320600,0.01323360949754715,118.8427656,31.92759114,南京市,121.0443682,32.18304405,南通市
36,320600,320600,4.014913201899617e-08,121.0443682,32.18304405,南通市,121.0443682,32.18304405,南通市
37,320500,320600,0.1018599346280098,120.6558596,31.38349196,苏州市,121.0443682,32.18304405,南通市
38,321200,320600,0.13920502364635468,120.0563571,32.57097365,泰州市,121.0443682,32.18304405,南通市
39,320200,320600,0.048938192427158356,120.0756925,31.52400065,无锡市,121.0443682,32.18304405,南通市
40,320900,320600,0.1287335306406021,120.1948612,33.51415001,盐城市,121.0443682,32.18304405,南通市
41,321000,320600,0.044939856976270676,119.474472,32.73729539,扬州市,121.0443682,32.18304405,南通市
42,321100,320600,0.027086831629276276,119.45292240000002,32.01570779,镇江市,121.0443682,32.18304405,南通市
43,310000,320600,0.14078105986118317,121.4841515,31.21193692,上海市,121.0443682,32.18304405,南通市
44,330100,320600,0.010700443759560585,119.4708146,29.89986219,杭州市,121.0443682,32.18304405,南通市
45,330500,320600,0.020102569833397865,119.8687764,30.74481198,湖州市,121.0443682,32.18304405,南通市
46,330400,320600,0.031943876296281815,120.7790269,30.62192563,嘉兴市,121.0443682,32.18304405,南通市
47,330700,320600,0.004964601248502731,119.9522159,29.11710724,金华市,121.0443682,32.18304405,南通市
48,330200,320600,0.01533242966979742,121.4789837,29.73047805,宁波市,121.0443682,32.18304405,南通市
49,330600,320600,0.009692452847957611,120.6365604,29.7346077,绍兴市,121.0443682,32.18304405,南通市
50,331000,320600,0.005801018793135881,121.1372207,28.75727043,台州市,121.0443682,32.18304405,南通市
51,330900,320600,0.018647847697138786,122.1820674,30.1180369,舟山市,121.0443682,32.18304405,南通市
52,340800,321100,0.015116820111870766,116.4859918,30.57552958,安庆市,119.45292240000002,32.01570779,镇江市
53,341700,321100,0.01701457053422928,117.3641746,30.28325848,池州市,119.45292240000002,32.01570779,镇江市
